FID,GEONAME,GENERIC,X,Y
4087,Kamistikowik Lake,Lake,-113.5275,56.155
4088,Kananaskis,Hamlet,-115.129444399999,51.0761110999999
4089,Kananaskis Falls,Falls,-115.114444399999,51.0966667
4090,Kananaskis Improvement District,Improvement District,-114.877219999999,50.702778
4091,Kananaskis Range,Range,-115.264722199999,50.8538889
4092,Kananaskis River,River,-115.062222199999,51.0961111
4093,Kananaskis Village,Resort,-115.14167,50.915556
4094,Kane Glacier,Glacier,-118.1591667,52.4061110999999
4095,Kangienos Lake,Lake,-114.9344444,51.2405554999999
4096,Kapasiwin,Summer Village,-114.4447222,53.5441665999999
4097,Karr Creek,Creek,-118.1683333,54.5716667
4098,Karr Lake,Lake,-118.254999999999,54.5383333999999
4099,Karst Springs,Springs,-115.4261111,50.8441667
4100,Kasha,Locality,-113.8333333,52.45
4101,Kataka Mountain,Mountain,-118.396666699999,52.8322221999999
4102,Katchemut Creek,Creek,-112.634722199999,53.4036110999999
4103,Kathleen,Hamlet,-116.836111099999,55.6213888999999
4104,Kathryn Lake,Lake,-114.908333299999,54.7452777999999
4105,Kathyrn,Locality,-113.7083333,51.2183332999999
4106,Katrine Lake,Lake,-118.0733333,52.9194444
4107,Kaufmann Creek,Creek,-116.7161111,51.9072222
4108,Kaufmann Lake,Lake,-116.731388899999,51.8963888999999
4109,Kaufmann Peaks,Peaks,-116.75,51.8833332999999
4110,Kavanagh,Hamlet,-113.5169444,53.1822221999999
4111,Kaybob,Railway Point,-116.872777799999,54.3411110999999
4112,Keane Creek,Creek,-110.896944399999,58.4333334
4113,Kearl Lake,Lake,-111.238055599999,57.2938888999999
4114,Keeblo Hill,Hill,-118.768888899999,54.6955555999999
4115,Keephills,Locality,-114.349444399999,53.4416666999999
4116,Keeping Lake,Lake,-119.9361111,55.4605554999999
4117,Keg River,River,-117.116669999999,57.8999999999999
4118,Keg River,Locality,-117.63333,57.75
4119,Keg River,Railway Point,-117.6638889,57.7861110999999
4120,Keg River,Hamlet,-117.8584033,57.7881757999999
4121,Keheewin,Urban Community,-113.50278,53.448611
4122,Kehewin 123,Indian Reserve,-110.836111,54.106389
4123,Kehewin Cree Nation,Locality,-110.8327778,54.0836109999999
4124,Kehiwin Creek,Creek,-111.007499999999,54.1436111
4125,Kehiwin Lake,Lake,-110.9041667,54.0561111999999
4126,Keho Lake,Lake,-113.004999999999,49.9477777999999
4127,Keith,Locality,-114.236388899999,51.1011110999999
4128,Keith Lake,Lake,-111.1366667,54.5363888999999
4129,Keiver's Lake,Lake,-113.5547222,51.6880554999999
4130,Kelly Creek,Creek,-114.9452777,51.8383333
4131,Kelly Lake,Lake,-114.8152778,53.8733334
4132,Kelly Lake,Lake,-111.542777799999,57.7049999999999
4133,Kelsey,Locality,-112.548888899999,52.8458333
4134,Kelvin Grove,Urban Community,-114.08333,50.983333
4135,Kemp River,River,-117.577222199999,57.7463888999999
4136,Kemp River,Locality,-117.494722199999,57.5441665999999
4137,Kenee Island,Island,-110.4491667,56.4958333
4138,Kenilworth,Urban Community,-113.416669999999,53.519444
4139,Kenilworth Lake,Lake,-110.521666699999,53.3311111
4140,Kennedale Industrial,Urban Community,-113.420829999999,53.5874999999999
4141,Kennedy Coulee,Coulee,-110.713611099999,49
4142,Kennedy Creek,Creek,-110.716669999999,49
4143,Kennedy Creek,Creek,-112.993611099999,54.0938889
4144,Kennedy Lake,Lake,-113.2697222,59.4455554999999
4145,Kennedy's Coulee,Coulee,-110.219389,50.951222
4146,Kenning Slough,Slough,-113.933888899999,52.1272221999999
4147,Kenny Creek,Creek,-119.3116667,54.3822223
4148,Kenny Woods,Locality,-111.373888899999,58.1102777999999
4149,Kensington,Urban Community,-113.01667,53.6
4150,Kensington,Urban Community,-110.69167,50.0249999999999
4151,Kent Creek,Creek,-115.1363889,50.6936110999999
4152,Kenzie,Locality,-116.7558333,55.5202778
4153,Keoma,Locality,-113.648611099999,51.2169444999999
4154,Kephala Creek,Creek,-118.0533333,53.2991667
4155,Keppler Creek,Creek,-117.096944399999,57.195
4156,Kerensky,Locality,-113.1333333,54.0166667
4157,Kerfoot Creek,Creek,-114.608333299999,51.2958332999999
4158,Kern's Lake,Lake,-111.074722199999,53.3125
4159,Kernohan,Urban Community,-113.39722,53.591667
4160,Kerr Lake,Lake,-112.0569444,54.5211110999999
4161,Kersey,Locality,-113.822222199999,51.4005555999999
4162,Kesler Lake,Lake,-113.9375,49.1836111
4163,Ketchum Creek,Creek,-110.8936111,49.3133333999999
4164,Ketchum Lake,Lake,-118.3241667,56.1066665999999
4165,Kettle Lake,Lake,-114.0619444,53.6199999999999
4166,Kettle River,River,-110.7283333,55.9583334
4167,Kettles Creek,Creek,-113.9252778,49.4980556
4168,Kevisville,Locality,-114.431666699999,52.0280555
4169,Kew,Locality,-114.4158333,50.7341667
4170,Kew Ridge,Ridge,-114.355,50.6852777
4171,Keystone,Locality,-114.433329999999,53.1499999999999
4172,Keystone Hills,Hills,-114.799999999999,51.3666667
4173,Khahago Creek,Creek,-111.313888899999,57.2833333
4174,Kia Nea Lake,Lake,-117.7780556,53.2705556
4175,Kicking Horse Pass,Pass,-116.285555599999,51.4533332999999
4176,Kicking Horse Pass National Historic Site of Canada,National Historic Site,-116.284719999999,51.452778
4177,Kidd Creek,Creek,-116.2702778,52.3355554999999
4178,Kidney Lake,Lake,-114.526111099999,56.7816667
4179,Kidney Pond,Pond,-117.845833299999,58.4375
4180,Kikino,Hamlet,-112.093888899999,54.4441666999999
4181,Kikino Metis Settlement,Metis Settlement,-112.5,54.3999999999999
4182,Kildare,Urban Community,-113.45278,53.6
4183,Kilini Creek,Creek,-114.1094444,53.7088888999999
4184,Kilkenny,Urban Community,-113.45278,53.608333
4185,Killam,Town,-111.855277799999,52.7897223
4186,Killarney,Urban Community,-113.483329999999,53.583333
4187,Killarney Lake,Locality,-110.0744444,52.5766666999999
4188,Killarney Lake,Lake,-110.099999999999,52.583333
4189,Kilome Lake,Lake,-114.169722199999,59.9180556
4190,Kilpatrick Creek,Creek,-112.979722199999,59.1008332999999
4191,Kilsyth,Locality,-114.1541667,54.5916666999999
4192,Kilsyth Creek,Creek,-114.177499999999,54.6386110999999
4193,Kilsyth Lake,Lake,-114.1230556,54.6077778
4194,Kimball,Locality,-113.2036111,49.0752778
4195,Kimiwan Lake,Lake,-116.9169444,55.755
4196,Kimowin Lake,Lake,-110.097219999999,56.2
4197,Kimowin River,River,-110,56.2097222
4198,Kimura Lake,Lake,-113.2388889,53.9533332999999
4199,Kinbrook Island,Island,-111.9102778,50.4491666999999
4200,Kinbrook Island Provincial Park,Provincial Park,-111.941666999999,50.4344439999999
4201,King Bolt Creek,Creek,-114.0569444,50.0311110999999
4202,King Creek,Creek,-115.125833299999,50.7161110999999
4203,King Creek Ridge,Ridge,-115.105,50.7377778
4204,King Edward Glacier,Glacier,-117.513333299999,52.1649999999999
4205,King Edward Park,Urban Community,-113.45,53.5166669999999
4206,King Lake,Lake,-114.193055599999,54.5608332999999
4207,Kingfisher Lake,Lake,-116.1613889,51.4105555
4208,Kingman,Hamlet,-112.7494444,53.2133333
4209,Kingsland,Urban Community,-114.06667,50.983333
4210,Kingswood,Urban Community,-113.58194,53.656944
4211,Kinikinik,Locality,-113.0108333,54.5888889
4212,Kinikinik Lake,Lake,-113.0166667,54.5833334
4213,Kininvie,Railway Point,-111.482222199999,50.3747222
4214,Kinky Lake,Lake,-117.7822222,53.2808332999999
4215,Kinnaird Lake,Lake,-111.519444399999,54.7730555999999
4216,Kinokamau Lake,Lake,-113.6277778,53.5780555999999
4217,Kinosis,Locality,-110.957499999999,56.3319444999999
4218,Kinosis Creek,Creek,-110.923888899999,56.3605555999999
4219,Kinosis Lake,Lake,-111.0144444,56.3322221999999
4220,Kinosiu Lake,Lake,-112.2577778,54.7147221999999
4221,Kinsella,Hamlet,-111.5238889,53.0002777999999
4222,Kinuso,Village,-115.435277999999,55.331944
4223,Kipeecheechagum Lake,Lake,-113.39167,56.9375
4224,Kipp,Locality,-112.9566667,49.7588889
4225,Kipp Coul̩e,Coul̩e,-112.4763889,49.4361110999999
4226,Kipp Lake,Lake,-114.4877778,54.1522221999999
4227,Kirby Lake,Lake,-110.769444399999,55.4708333
4228,Kirk Lake,Lake,-113.654722199999,53.5783333999999
4229,Kirkcaldy,Locality,-113.2377778,50.335
4230,Kirkness Island,Island,-118.795,59.7880556
4231,Kirkpatrick,Locality,-112.8294444,51.49
4232,Kirkpatrick Lake,Lake,-111.3147222,51.8702777999999
4233,Kiron,Locality,-112.6983333,52.9266665999999
4234,Kirriemuir,Locality,-110.312222199999,51.9227777999999
4235,Kishinena Peak,Peak,-114.15,49.116667
4236,Kiska Creek,Creek,-116.049999999999,52.2666669999999
4237,Kiskatinaw Lake,Lake,-111.003055599999,56.5405555
4238,Kiskiu Creek,Creek,-118.2619444,54.0113889
4239,Kitchener Creek,Creek,-117.2986111,52.2644445
4240,Kitscoty,Village,-110.3333333,53.3419444
4241,Kitto Lake,Lake,-114.702222199999,53.3391667
4242,Kitty Lake,Lake,-110.8291667,53.2963888999999
4243,Klein Lake,Lake,-115.348055599999,51.6183333999999
4244,Kleskun Creek,Creek,-118.235833299999,55.3555556
4245,Kleskun Hill,Hill,-118.537499999999,55.2544443999999
4246,Kleskun Hill,Locality,-118.483333299999,55.2522221999999
4247,Knee Hill Valley,Locality,-113.694999999999,51.9702777999999
4248,Knee Hills,Hills,-113.545,51.7516666
4249,Kneehill,Locality,-112.7547222,51.4638889
4250,Kneehill County,Municipal District,-113.248333299999,51.645
4251,Kneehills Creek,Creek,-112.8338889,51.4994444
4252,Knife Mountain,Mountain,-119.133611099999,53.7736110999999
4253,Knight,Railway Point,-116.5833333,54.1422221999999
4254,Knight Creek,Creek,-112.6516667,49.1405554999999
4255,Knights Creek,Creek,-112.8936111,59.055
4256,Knob Hill,Locality,-114.3591667,52.9883333
4257,Kohler Coulee,Coulee,-113.9102778,50.1127777
4258,Konah Lake,Lake,-111.8505556,54.6063888999999
4259,Koney Island,Island,-113.0972222,53.4255556
4260,Kootenay Plains,Plains,-116.4069444,52.0716667
4261,Kotch Gap,Gap,-114.4180556,50.4366666
4262,Kovach,Locality,-115.2,50.9333329999999
4263,Kovach Pond,Pond,-115.1355556,50.9324999999999
4264,Krakow,Locality,-112.443055599999,53.7458333
4265,Krause Lake,Lake,-115.4308333,54.6847222
4266,Kress Lake,Lake,-111.1419444,57.9799999999999
4267,Ksituan,Locality,-119.0186111,55.8963888999999
4268,Ksituan Lake,Lake,-119.4138889,55.8022222
4269,Ksituan River,River,-118.6716667,55.9272222999999
4270,Kuntz Creek,Creek,-113.9861111,50.1499999999999
4271,Kuusamo,Railway Point,-114.188055599999,52.2969445
4272,Kvass Creek,Creek,-119.039444399999,53.6838888999999
4273,Kvass Creek Trail,Trail,-119.229639,53.7127219999999
4274,Kvass Flats,Flats,-119.2577778,53.8036110999999
4275,Kyiskap Creek,Creek,-113.547499999999,49.8005555
4276,La Biche River,River,-112.733888899999,55.0136110999999
4277,La Butte,Butte,-111.428611099999,59.4111110999999
4278,La Butte Creek,Creek,-111.470555599999,59.4202778
4279,La Corey,Locality,-110.7594444,54.4433334
4280,La Coulotte Peak,Peak,-114.318055599999,49.1997221999999
4281,La Coulotte Ridge,Ridge,-114.2919444,49.1866666
4282,La Cr̬che Mountain,Mountain,-119.967222199999,53.9838888999999
4283,La Cr̻te,Hamlet,-116.4102778,58.1863888999999
4284,La Glace,Hamlet,-119.1541667,55.4027778
4285,La Glace Lake,Lake,-119.2422222,55.3849999999999
4286,La Perle,Urban Community,-113.64028,53.5361109999999
4287,La Petite Rivi̬re Jaillante,River,-112.820166999999,55.1885559999999
4288,Labuma,Locality,-113.7991667,52.3355554999999
4289,Labyrinth Lake,Lake,-113.194166699999,53.1147222999999
4290,Labyrinth Mountain,Mountain,-115.4747222,51.6941666999999
4291,Lac Athabasca,Lake,-108.0009763,59.3669822999999
4292,Lac Bellevue,Lake,-111.3327778,53.8130555999999
4293,Lac Bellevue,Locality,-111.340277799999,53.8422222
4294,Lac Berard,Lake,-111.4313889,53.8936111
4295,Lac Brosseau,Lake,-111.6541667,53.8377776999999
4296,Lac Canard,Lake,-111.349999999999,53.8819444
4297,Lac Cot̩,Lake,-111.010277799999,53.6472222
4298,Lac Cyr,Lake,-111.4511111,53.9202778
4299,Lac Delorme,Lake,-111.150277799999,53.8966666
4300,Lac Deroches,Lake,-111.536666699999,53.0480554999999
4301,Lac Dufrance,Lake,-110.0816667,53.7716666999999
4302,Lac Dufresne,Lake,-110.88333,53.883333
4303,Lac Emilien,Lake,-111.122777799999,53.5458332999999
4304,Lac Flammand,Lake,-111.092222199999,53.9083333
4305,Lac Hivon,Lake,-111.0883333,53.5988888999999
4306,Lac La Biche,Town,-111.979166699999,54.7702778
4307,Lac La Biche Mission,Hamlet,-112.092222199999,54.8236111
4308,Lac Lacroix,Lake,-111.849999999999,54.6499999999999
4309,Lac Letendre,Lake,-111.5719444,53.0827778
4310,Lac Loranger,Lake,-111.518055599999,53.1405554999999
4311,Lac Magloire,Former Locality,-117.2113889,55.8425
4312,Lac Magloire,Lake,-117.1752778,55.8705556
4313,Lac Patenaude,Lake,-110.063888899999,53.7452777
4314,Lac Poitras,Lake,-111.5088889,53.8583333999999
4315,Lac Saint Cyr,Lake,-111.2,53.8999999999999
4316,Lac Sant̩,Lake,-111.5538889,53.8425
4317,Lac Ste. Anne,Lake,-114.4602778,53.7083333
4318,Lac Ste. Anne,Locality,-114.430277799999,53.6888889
4319,Lac Ste. Anne County,Municipal District,-114.694999999999,53.8463889
4320,Lac Ste. Anne Settlement,Settlement,-114.3880556,53.6749999999999
4321,Lac des Arcs,Hamlet,-115.156388899999,51.0516666999999
4322,Lac des Arcs,Lake,-115.1797222,51.0541666
4323,Lac la Biche,Lake,-112.058888899999,54.8563888999999
4324,Lac la Nonne,Lake,-114.3197222,53.9372222
4325,Lac la Nonne,Locality,-114.2925,53.9163889
4326,Lacombe,City,-113.734166999999,52.464444
4327,Lacombe County,Municipal District,-113.722499999999,52.4486111
4328,Lacombe Lake,Lake,-113.7986111,52.4280554999999
4329,Lacombe Park,Urban Community,-113.622219999999,53.644444
4330,Lafond,Locality,-111.4661111,53.8894445
4331,Lafond Creek,Creek,-115.083611099999,57.0655555
4332,Lafont Island,Island,-111.646666699999,57.3986110999999
4333,Laforce Creek,Creek,-119.2936111,54.1294443999999
4334,Lagoon Lake,Lagoon,-112.029722199999,55.8986110999999
4335,Lagoon Lake,Lake,-116.780833299999,51.8402778
4336,Lahaieville,Locality,-113.564999999999,54.7997222999999
4337,Lake Agnes,Lake,-116.247222199999,51.4147223
4338,Lake Alice,Lake,-116.366669999999,51.7
4339,Lake Annette,Lake,-116.209166699999,51.3672223
4340,Lake Athabasca,Lake,-108.0009763,59.3669822999999
4341,Lake Bonavista,Urban Community,-114.03333,50.95
4342,Lake Claire,Lake,-112.0833333,58.5833333
4343,Lake Dene,Lake,-113.3297222,58.3888888999999
4344,Lake Eighteen,Lake,-114.726111099999,54.0955555
4345,Lake Eliza,Lake,-111.187222199999,53.8077777
4346,Lake Eliza,Locality,-111.1630556,53.8108334
4347,Lake Ernie,Lake,-114.862499999999,52.3722222999999
4348,Lake Fallow,Lake,-117.6808333,55.2794444999999
4349,Lake George,Lake,-118.568611099999,56.2261110999999
4350,Lake Gloria,Lake,-115.605,50.865
4351,Lake Gray,Lake,-113.9588889,54.8386111
4352,Lake Helen,Lake,-116.4133333,51.6861110999999
4353,Lake Isle,Locality,-114.7125,53.6488889
4354,Lake Katherine,Lake,-116.3911111,51.6858332999999
4355,Lake Louise,Lake,-116.2280556,51.4116665999999
4356,Lake Louise,Hamlet,-116.1805556,51.4252778
4357,Lake Majeau,Locality,-114.4488889,53.8599999999999
4358,Lake Margaret,Lake,-116.38333,51.583333
4359,Lake May,Lake,-119.990555599999,59.92
4360,Lake Merlin,Lake,-116.110833299999,51.5119444999999
4361,Lake Minnewanka,Lake,-115.3708333,51.2652778
4362,Lake Newell,Lake,-111.935,50.4344443999999
4363,Lake Rae,Lake,-114.973333299999,50.6552776999999
4364,Lake Sara,Lake,-114.2222222,54.6313888999999
4365,Lake Saskatoon,Locality,-119.1266667,55.2286111
4366,Lake St. Germain,Lake,-117.4902778,56.3911111
4367,Lake Terrapin,Lake,-115.592222199999,50.8647222
4368,Lake Tourangeau,Lake,-116.4469444,58.1997221999999
4369,Lake of Falls,Lake,-116.6286111,52.085
4370,Lake of the Horns,Lake,-114.857777799999,50.4141667
4371,Lakedell,Locality,-114.0491667,52.9816666999999
4372,Lakeland County,Municipal District,-110.741669999999,55.1416669999999
4373,Lakeland Provincial Park,Provincial Park,-111.547219999999,54.7527779999999
4374,Lakesend,Locality,-111.0625,52.2886110999999
4375,Lakeview,Urban Community,-114.116669999999,51
4376,Lakeview,Summer Village,-114.457499999999,53.5597222
4377,Lakeview Lake,Lake,-113.907499999999,54.4811111
4378,Lakeview Lake,Lake,-113.3452778,52.0066666999999
4379,Lakeview Ridge,Ridge,-113.917222199999,49.1561110999999
4380,Lalby Creek,Creek,-117.3719444,55.7797222
4381,Lambert Creek,Creek,-116.809222,53.3689719999999
4382,Lambert Creek,Creek,-114.324722199999,58.1805554999999
4383,Lambert Pond,Pond,-116.481388899999,53.5661111
4384,Lambton Industrial,Urban Community,-113.40833,53.5222219999999
4385,Lambton Park,Railway Point,-113.416669999999,53.5166669999999
4386,Lamerton,Locality,-113.08333,52.5
4387,Lamont,Town,-112.784444399999,53.7591666
4388,Lamont County,Municipal District,-112.533333299999,53.7666667
4389,Lamont Creek,Creek,-112.8347222,53.8136111
4390,Lamont Island,Island,-112.8538889,53.6747221999999
4391,Lamoureux,Hamlet,-113.224444399999,53.7152778
4392,Lancaster Creek,Creek,-118.830555599999,53.7386111
4393,Lancaster Park,Locality,-113.4908333,53.6727777999999
4394,Landels River,River,-110.2494444,55.9630555999999
4395,Landry Lake,Lake,-110.6230556,54.2086110999999
4396,Landslide Lake,Lake,-116.549999999999,52.0833333
4397,Lane Creek,Creek,-113.9519444,50.1413889
4398,Lane Lake,Lake,-112.149444399999,59.4819444999999
4399,Lane Lake,Lake,-110.908888899999,54.7133333
4400,Lanes Lake,Lake,-111.9975,52.2049999999999
4401,Lanfine,Locality,-110.6891667,51.3811110999999
4402,Lang Lake,Lake,-111.42,53.3394443999999
4403,Langdon,Hamlet,-113.677499999999,50.9688889
4404,Langford Creek,Creek,-114.166111099999,50.1155556
4405,Langford Park,Locality,-114.51667,53.583333
4406,Lansdowne,Urban Community,-113.548609999999,53.488889
4407,Lantern Creek,Creek,-114.811388899999,50.4894444999999
4408,Lanthier Creek,Creek,-114.1772222,50.0547223
4409,Lapworth Point,Point,-110.494166699999,59.1111111
4410,Larch Valley,Valley,-116.218888899999,51.3297221999999
4411,Larkspur,Summer Village,-113.7241666,54.4138889
4412,Larkspur Creek,Creek,-119.4066667,53.9438888999999
4413,Larne Creek,Creek,-117.8813889,59.3224999999999
4414,Larocque Lake,Lake,-110.8255556,58.1
4415,Larry Lake,Lake,-112.9505556,53.2886110999999
4416,Lassie Creek,Creek,-114.1680556,49.99
4417,Last Break,Hill,-114.5838889,50.9813888999999
4418,Last Lake,Locality,-117.979166699999,56.2183332999999
4419,Last Lake,Lake,-118.0177778,56.2386111
4420,Lasthill Creek,Creek,-114.349999999999,52.35
4421,Lathom,Locality,-112.330833299999,50.7224999999999
4422,Lathom Lake,Lake,-112.296389,50.7155559999999
4423,Lathrop Creek,Creek,-119.515555599999,56.4825
4424,Latornell,Railway Point,-118.325,54.6094444
4425,Latornell River,River,-118.0105556,54.9655555
4426,Lattice Creek,Creek,-119.896666699999,55.0499999999999
4427,Lauderdale,Urban Community,-113.50139,53.588889
4428,Laura Lake,Lake,-115.6122222,54.3141666
4429,Lauretta Island,Island,-111.4463889,54.5363888999999
4430,Laurier Heights,Urban Community,-113.56667,53.5166669999999
4431,Laurier Lake,Lake,-110.535555599999,53.8569444999999
4432,Lavesta,Locality,-114.3894444,52.7186110999999
4433,Lavoy,Village,-111.8652778,53.4566667
4434,Lawrence Creek,Creek,-119.2580556,53.7997221999999
